#	lambda         S/N    tar_flux   tot_noise    sc_noise   sys_noise   readnoise  dark_noise   sky_noise     mockgal
#	nm   1e-13erg/s/cm2/nm    #e          #e          #e          #e          #e          #e      1e-13erg/s/cm2/nm
     746.931   5.760E-02   4.368E-04    11.30325     0.80692    11.27441     9.79796     5.53173     0.71579     0.00469
     747.107   5.730E-02   4.344E-04    11.30367     0.80479    11.27498     9.79796     5.53173     0.72474    -0.00169
     747.282   5.702E-02   4.322E-04    11.30335     0.80281    11.27481     9.79796     5.53173     0.72202    -0.00098
     747.458   5.687E-02   4.309E-04    11.30242     0.80171    11.27395     9.79796     5.53173     0.70849     0.01218
     747.633   5.690E-02   4.310E-04    11.30073     0.80187    11.27225     9.79796     5.53173     0.68087     0.00121
     747.809   5.707E-02   4.321E-04    11.30026     0.80306    11.27169     9.79796     5.53173     0.67153     0.00035
     747.984   5.728E-02   4.336E-04    11.30023     0.80453    11.27156     9.79796     5.53173     0.66935    -0.00034
     748.160   5.742E-02   4.346E-04    11.30070     0.80553    11.27195     9.79796     5.53173     0.67595    -0.00421
     748.335   5.744E-02   4.346E-04    11.29913     0.80564    11.27037     9.79796     5.53173     0.64899     0.00252
     748.511   5.733E-02   4.336E-04    11.29792     0.80482    11.26922     9.79796     5.53173     0.62874    -0.00277
     748.687   5.711E-02   4.319E-04    11.29769     0.80327    11.26909     9.79796     5.53173     0.62645     0.00688
     748.862   5.682E-02   4.295E-04    11.29717     0.80120    11.26872     9.79796     5.53173     0.61980    -0.00179
     749.038   5.648E-02   4.268E-04    11.29676     0.79879    11.26849     9.79796     5.53173     0.61543     0.00496
     749.213   5.612E-02   4.240E-04    11.29660     0.79620    11.26851     9.79796     5.53173     0.61590    -0.01759
     749.389   5.575E-02   4.211E-04    11.29656     0.79361    11.26864     9.79796     5.53173     0.61834    -0.00355
     749.564   5.540E-02   4.184E-04    11.29660     0.79111    11.26887     9.79796     5.53173     0.62240    -0.01189
     749.740   5.508E-02   4.159E-04    11.29679     0.78884    11.26921     9.79796     5.53173     0.62860     0.01279
     749.915   5.484E-02   4.140E-04    11.29693     0.78709    11.26948     9.79796     5.53173     0.63341    -0.00681
     750.091   5.473E-02   4.130E-04    11.29696     0.78631    11.26957     9.79796     5.53173     0.63490     0.00191
     750.267   5.479E-02   4.134E-04    11.29676     0.78672    11.26933     9.79796     5.53173     0.63071     0.00060
     750.442   5.499E-02   4.148E-04    11.29680     0.78820    11.26927     9.79796     5.53173     0.62969    -0.00504
     750.618   5.529E-02   4.170E-04    11.29736     0.79032    11.26968     9.79796     5.53173     0.63702     0.00679
     750.793   5.560E-02   4.193E-04    11.29880     0.79259    11.27097     9.79796     5.53173     0.65934     0.00033
     750.969   5.587E-02   4.212E-04    11.29925     0.79456    11.27128     9.79796     5.53173     0.66467    -0.00389
     751.144   5.606E-02   4.226E-04    11.29959     0.79588    11.27152     9.79796     5.53173     0.66878    -0.01376
     751.320   5.614E-02   4.231E-04    11.30029     0.79648    11.27219     9.79796     5.53173     0.67989    -0.00050
     751.495   5.615E-02   4.231E-04    11.29932     0.79654    11.27121     9.79796     5.53173     0.66352     0.00037
     751.671   5.613E-02   4.227E-04    11.29819     0.79633    11.27010     9.79796     5.53173     0.64424     0.00355
     751.847   5.609E-02   4.224E-04    11.29819     0.79607    11.27011     9.79796     5.53173     0.64447     0.00229
     752.022   5.606E-02   4.222E-04    11.30267     0.79602    11.27460     9.79796     5.53173     0.71883    -0.00356
     752.198   5.612E-02   4.228E-04    11.30739     0.79663    11.27930     9.79796     5.53173     0.78899     0.00256
     752.373   5.638E-02   4.246E-04    11.30752     0.79843    11.27930     9.79796     5.53173     0.78905    -0.00822
     752.549   5.681E-02   4.278E-04    11.30785     0.80153    11.27940     9.79796     5.53173     0.79055    -0.00141
     752.724   5.737E-02   4.318E-04    11.30693     0.80537    11.27821     9.79796     5.53173     0.77337     0.00008
     752.900   5.792E-02   4.356E-04    11.30052     0.80906    11.27153     9.79796     5.53173     0.66880    -0.00406
     753.075   5.834E-02   4.386E-04    11.29905     0.81191    11.26984     9.79796     5.53173     0.63971    -0.00889
     753.251   5.862E-02   4.406E-04    11.29943     0.81385    11.27009     9.79796     5.53173     0.64409    -0.00218
     753.427   5.879E-02   4.418E-04    11.29949     0.81507    11.27006     9.79796     5.53173     0.64356    -0.00444
     753.602   5.889E-02   4.424E-04    11.29988     0.81573    11.27040     9.79796     5.53173     0.64954     0.00174
     753.778   5.892E-02   4.426E-04    11.30031     0.81594    11.27081     9.79796     5.53173     0.65670     0.00787
     753.953   5.891E-02   4.425E-04    11.30023     0.81592    11.27074     9.79796     5.53173     0.65540     0.00501
     754.129   5.893E-02   4.425E-04    11.30015     0.81605    11.27064     9.79796     5.53173     0.65377     0.00596
     754.304   5.901E-02   4.430E-04    11.29996     0.81658    11.27041     9.79796     5.53173     0.64976     0.00202
     754.480   5.914E-02   4.438E-04    11.29899     0.81746    11.26938     9.79796     5.53173     0.63165     0.01191
     754.655   5.926E-02   4.446E-04    11.29880     0.81829    11.26913     9.79796     5.53173     0.62716     0.00864
     754.831   5.932E-02   4.449E-04    11.29905     0.81869    11.26935     9.79796     5.53173     0.63116    -0.01328
     755.007   5.928E-02   4.445E-04    11.29976     0.81842    11.27008     9.79796     5.53173     0.64400     0.01493
     755.182   5.915E-02   4.435E-04    11.30006     0.81756    11.27045     9.79796     5.53173     0.65036     0.00553
     755.358   5.898E-02   4.422E-04    11.30008     0.81641    11.27055     9.79796     5.53173     0.65212     0.00178
     755.533   5.884E-02   4.409E-04    11.29958     0.81538    11.27012     9.79796     5.53173     0.64474     0.00218
     755.709   5.875E-02   4.401E-04    11.29899     0.81472    11.26958     9.79796     5.53173     0.63513    -0.00014
     755.884   5.871E-02   4.397E-04    11.29840     0.81443    11.26901     9.79796     5.53173     0.62491     0.00530
     756.060   5.870E-02   4.395E-04    11.29859     0.81438    11.26920     9.79796     5.53173     0.62838    -0.00642
     756.235   5.871E-02   4.396E-04    11.29882     0.81450    11.26942     9.79796     5.53173     0.63235    -0.01189
     756.411   5.877E-02   4.399E-04    11.29907     0.81489    11.26965     9.79796     5.53173     0.63636    -0.00610
     756.587   5.889E-02   4.407E-04    11.29906     0.81570    11.26958     9.79796     5.53173     0.63510    -0.00557
     756.762   5.902E-02   4.418E-04    11.30537     0.81682    11.27582     9.79796     5.53173     0.73763    -0.00346
     756.938   5.909E-02   4.427E-04    11.31690     0.81774    11.28732     9.79796     5.53173     0.89637     0.00394
     757.113   5.911E-02   4.428E-04    11.31824     0.81792    11.28865     9.79796     5.53173     0.91304     0.00010
     757.289   5.901E-02   4.420E-04    11.31885     0.81730    11.28931     9.79796     5.53173     0.92110     0.00962
     757.464   5.890E-02   4.410E-04    11.31850     0.81650    11.28901     9.79796     5.53173     0.91742     0.00355
     757.640   5.894E-02   4.408E-04    11.30673     0.81636    11.27722     9.79796     5.53173     0.75868    -0.00768
     757.815   5.909E-02   4.415E-04    11.30001     0.81714    11.27043     9.79796     5.53173     0.65001     0.00091
     757.991   5.926E-02   4.426E-04    11.29860     0.81824    11.26893     9.79796     5.53173     0.62353     0.00978
     758.167   5.933E-02   4.430E-04    11.29879     0.81873    11.26908     9.79796     5.53173     0.62629    -0.00402
     758.342   5.925E-02   4.424E-04    11.29880     0.81821    11.26913     9.79796     5.53173     0.62720     0.01002
     758.518   5.910E-02   4.411E-04    11.29866     0.81716    11.26907     9.79796     5.53173     0.62600     0.00662
     758.693   5.902E-02   4.404E-04    11.29850     0.81658    11.26896     9.79796     5.53173     0.62401    -0.01096
     758.869   5.911E-02   4.410E-04    11.29846     0.81720    11.26887     9.79796     5.53173     0.62249    -0.00964
     759.044   5.936E-02   4.427E-04    11.29854     0.81892    11.26882     9.79796     5.53173     0.62156    -0.01633
     759.220   5.965E-02   4.448E-04    11.29869     0.82094    11.26883     9.79796     5.53173     0.62169     0.01099
     759.395   5.983E-02   4.461E-04    11.30033     0.82227    11.27037     9.79796     5.53173     0.64903    -0.00104
     759.571   5.983E-02   4.461E-04    11.30390     0.82236    11.27395     9.79796     5.53173     0.70845    -0.00277
     759.747   5.967E-02   4.449E-04    11.30414     0.82128    11.27427     9.79796     5.53173     0.71353     0.00581
     759.922   5.942E-02   4.429E-04    11.30398     0.81958    11.27423     9.79796     5.53173     0.71289    -0.01076
     760.098   5.918E-02   4.410E-04    11.30387     0.81793    11.27424     9.79796     5.53173     0.71303    -0.00599
     760.273   5.903E-02   4.396E-04    11.30057     0.81673    11.27101     9.79796     5.53173     0.66011     0.00218
     760.449   5.894E-02   4.388E-04    11.29828     0.81602    11.26877     9.79796     5.53173     0.62059    -0.01200
     760.624   5.888E-02   4.383E-04    11.29826     0.81564    11.26878     9.79796     5.53173     0.62079    -0.00308
     760.800   5.885E-02   4.379E-04    11.29825     0.81538    11.26879     9.79796     5.53173     0.62097     0.00709
     760.975   5.881E-02   4.375E-04    11.29830     0.81514    11.26886     9.79796     5.53173     0.62216     0.00609
     761.151   5.876E-02   4.370E-04    11.29843     0.81477    11.26902     9.79796     5.53173     0.62506     0.00160
     761.327   5.865E-02   4.361E-04    11.29841     0.81403    11.26905     9.79796     5.53173     0.62570    -0.00342
     761.502   5.846E-02   4.346E-04    11.29840     0.81270    11.26914     9.79796     5.53173     0.62723    -0.00038
     761.678   5.821E-02   4.326E-04    11.29849     0.81094    11.26935     9.79796     5.53173     0.63114    -0.00602
     761.853   5.801E-02   4.311E-04    11.29861     0.80958    11.26957     9.79796     5.53173     0.63499    -0.00272
     762.029   5.802E-02   4.311E-04    11.29876     0.80967    11.26972     9.79796     5.53173     0.63759     0.00208
     762.204   5.833E-02   4.333E-04    11.29893     0.81184    11.26973     9.79796     5.53173     0.63775    -0.00256
     762.380   5.888E-02   4.373E-04    11.29907     0.81568    11.26959     9.79796     5.53173     0.63535    -0.00575
     762.555   5.950E-02   4.417E-04    11.29915     0.81991    11.26937     9.79796     5.53173     0.63137    -0.00359
     762.731   5.997E-02   4.451E-04    11.29906     0.82316    11.26903     9.79796     5.53173     0.62536    -0.00498
     762.906   6.020E-02   4.467E-04    11.29921     0.82472    11.26908     9.79796     5.53173     0.62614    -0.00244
     763.082   6.021E-02   4.467E-04    11.29932     0.82482    11.26918     9.79796     5.53173     0.62795    -0.00165
     763.258   6.012E-02   4.460E-04    11.29926     0.82419    11.26916     9.79796     5.53173     0.62759    -0.00354
     763.433   6.002E-02   4.451E-04    11.29923     0.82349    11.26918     9.79796     5.53173     0.62802     0.00351
     763.609   5.994E-02   4.445E-04    11.29919     0.82299    11.26918     9.79796     5.53173     0.62805    -0.00271
     763.784   5.990E-02   4.440E-04    11.29904     0.82270    11.26905     9.79796     5.53173     0.62573    -0.00519
     763.960   5.989E-02   4.439E-04    11.29901     0.82263    11.26903     9.79796     5.53173     0.62528    -0.00258
     764.135   5.993E-02   4.441E-04    11.29915     0.82292    11.26914     9.79796     5.53173     0.62734     0.00316
     764.311   6.004E-02   4.448E-04    11.29973     0.82369    11.26967     9.79796     5.53173     0.63672     0.00345
     764.487   6.021E-02   4.459E-04    11.29997     0.82484    11.26982     9.79796     5.53173     0.63948     0.01437
     764.662   6.039E-02   4.472E-04    11.30007     0.82608    11.26984     9.79796     5.53173     0.63970     0.00111
     764.838   6.054E-02   4.482E-04    11.30016     0.82713    11.26985     9.79796     5.53173     0.63990     0.00327
     765.013   6.066E-02   4.490E-04    11.29986     0.82793    11.26949     9.79796     5.53173     0.63358    -0.00068
     765.189   6.076E-02   4.496E-04    11.29948     0.82856    11.26906     9.79796     5.53173     0.62592    -0.00881
     765.364   6.083E-02   4.500E-04    11.29953     0.82905    11.26907     9.79796     5.53173     0.62613     0.00721
     765.540   6.086E-02   4.501E-04    11.29956     0.82927    11.26909     9.79796     5.53173     0.62635     0.00461
     765.715   6.084E-02   4.499E-04    11.30011     0.82914    11.26965     9.79796     5.53173     0.63641     0.00726
     765.891   6.077E-02   4.494E-04    11.30389     0.82882    11.27347     9.79796     5.53173     0.70072     0.00106
     766.067   6.075E-02   4.492E-04    11.30517     0.82871    11.27476     9.79796     5.53173     0.72122     0.00294
     766.242   6.081E-02   4.496E-04    11.30522     0.82913    11.27477     9.79796     5.53173     0.72144     0.00612
     766.418   6.095E-02   4.505E-04    11.30530     0.83011    11.27479     9.79796     5.53173     0.72165    -0.00267
     766.593   6.117E-02   4.520E-04    11.30306     0.83154    11.27243     9.79796     5.53173     0.68392     0.00765
     766.769   6.146E-02   4.538E-04    11.29995     0.83333    11.26918     9.79796     5.53173     0.62797     0.00350
     766.944   6.178E-02   4.561E-04    11.30019     0.83551    11.26926     9.79796     5.53173     0.62953     0.00345
     767.120   6.214E-02   4.587E-04    11.30042     0.83799    11.26930     9.79796     5.53173     0.63025    -0.00195
     767.295   6.250E-02   4.613E-04    11.30061     0.84044    11.26932     9.79796     5.53173     0.63048     0.00236
